Tournament_Members,Player1,Player2,Player3,Avg_Norm_Score,Avg_Norm_Cooperation_Rate,Avg_Good_Partner_Rate,Avg_Eigenmoses_Rate,Avg_Eigenjesus_Rate,Avg_Norm_CC_Distribution
"Stubborn Def,Suspicious Tit For Tat,Two Coop",Stubborn Def,Suspicious Tit For Tat,Two Coop,1.5625,0.13055555555555556,0.8333333333333334,0.5604438923146174,0.4712520209433162,0.0
"Stubborn Def,Suspicious Tit For Tat,Two Defect",Stubborn Def,Suspicious Tit For Tat,Two Defect,1.0,0.0,1.0,0.5773502691896258,,0.0
"Stubborn Def,Suspicious Tit For Tat,Win-Shift Lose-Stay",Stubborn Def,Suspicious Tit For Tat,Win-Shift Lose-Stay,1.0,0.0,1.0,0.5773502691896258,,0.0
"Stubborn Def,Suspicious Tit For Tat,Win-Shift Lose-Stay Coop",Stubborn Def,Suspicious Tit For Tat,Win-Shift Lose-Stay Coop,2.0555555555555554,0.2648148148148148,0.8333333333333334,0.07754901280656172,0.4713257090795637,0.1111111111111111
"Stubborn Def,Suspicious Tit For Tat,Win-Stay Lose-Shift",Stubborn Def,Suspicious Tit For Tat,Win-Stay Lose-Shift,1.5833333333333333,0.24074074074074073,0.8333333333333334,0.4950688286894201,0.41562359063648224,0.0
"Stubborn Def,Suspicious Tit For Tat,Win-Stay Lose-Shift Defect",Stubborn Def,Suspicious Tit For Tat,Win-Stay Lose-Shift Defect,1.5833333333333333,0.23518518518518514,0.8333333333333334,0.4957818518505905,0.418251120070077,0.0
"Stubborn Def,Sucker Coop,Sucker Coop",Stubborn Def,Sucker Coop,Sucker Coop,2.0555555555555554,0.2515873015873016,0.6666666666666666,0.4877586345587754,0.4713921281558662,0.027777777777777776
"Stubborn Def,Sucker Coop,Sucker Defect",Stubborn Def,Sucker Coop,Sucker Defect,2.0,0.2275132275132275,0.6666666666666666,-0.2521558938940644,0.3333333333333333,0.0
"Stubborn Def,Sucker Coop,Thirteen Coop",Stubborn Def,Sucker Coop,Thirteen Coop,2.513888888888889,0.45899470899470907,0.5,0.09461350177661258,0.35905410162508034,0.027777777777777776
"Stubborn Def,Sucker Coop,Thirteen Defect",Stubborn Def,Sucker Coop,Thirteen Defect,2.4375,0.4302910052910053,0.5,0.4351906632324523,0.47078473033962265,0.0
"Stubborn Def,Sucker Coop,Tit For Tat",Stubborn Def,Sucker Coop,Tit For Tat,1.6597222222222223,0.2691798941798942,0.5,-0.1758306467695632,0.360736250159903,0.027777777777777776
"Stubborn Def,Sucker Coop,Two Coop",Stubborn Def,Sucker Coop,Two Coop,1.6180555555555556,0.15436507936507937,0.6666666666666666,0.3803339976052931,0.47139317112053963,0.027777777777777776
"Stubborn Def,Sucker Coop,Two Defect",Stubborn Def,Sucker Coop,Two Defect,1.597222222222222,0.14417989417989419,0.6666666666666666,0.3576605755209339,0.45548509776704726,0.027777777777777776
"Stubborn Def,Sucker Coop,Win-Shift Lose-Stay",Stubborn Def,Sucker Coop,Win-Shift Lose-Stay,1.597222222222222,0.14417989417989419,0.6666666666666666,0.3576605755209339,0.45548509776704726,0.027777777777777776
"Stubborn Def,Sucker Coop,Win-Shift Lose-Stay Coop",Stubborn Def,Sucker Coop,Win-Shift Lose-Stay Coop,2.0555555555555554,0.2515873015873016,0.6666666666666666,0.4877586345587754,0.4713921281558662,0.027777777777777776
"Stubborn Def,Sucker Coop,Win-Stay Lose-Shift",Stubborn Def,Sucker Coop,Win-Stay Lose-Shift,2.0555555555555554,0.35714285714285715,0.5,-0.37237167519226183,0.3598400153388486,0.027777777777777776
"Stubborn Def,Sucker Coop,Win-Stay Lose-Shift Defect",Stubborn Def,Sucker Coop,Win-Stay Lose-Shift Defect,2.25,0.38862433862433865,0.5,0.284357058636264,0.4707846912886291,0.0
"Stubborn Def,Sucker Defect,Sucker Defect",Stubborn Def,Sucker Defect,Sucker Defect,1.0,0.0,1.0,0.5773502691896258,,0.0
"Stubborn Def,Sucker Defect,Thirteen Coop",Stubborn Def,Sucker Defect,Thirteen Coop,2.0,0.3333333333333333,0.6666666666666666,0.19245008972987523,0.3333333333333333,0.0
"Stubborn Def,Sucker Defect,Thirteen Defect",Stubborn Def,Sucker Defect,Thirteen Defect,1.8958333333333337,0.3046296296296296,0.6666666666666666,0.26614726287611923,0.3333333333333333,0.0
"Stubborn Def,Sucker Defect,Tit For Tat",Stubborn Def,Sucker Defect,Tit For Tat,1.1041666666666667,0.13425925925925924,0.6666666666666666,0.55116057320083,0.3333333333333333,0.0
"Stubborn Def,Sucker Defect,Two Coop",Stubborn Def,Sucker Defect,Two Coop,1.1041666666666667,0.0287037037037037,0.6666666666666666,0.5751007908432512,0.3333333333333333,0.0
"Stubborn Def,Sucker Defect,Two Defect",Stubborn Def,Sucker Defect,Two Defect,1.0,0.0,1.0,0.5773502691896258,,0.0
"Stubborn Def,Sucker Defect,Win-Shift Lose-Stay",Stubborn Def,Sucker Defect,Win-Shift Lose-Stay,1.0,0.0,1.0,0.5773502691896258,,0.0
"Stubborn Def,Sucker Defect,Win-Shift Lose-Stay Coop",Stubborn Def,Sucker Defect,Win-Shift Lose-Stay Coop,2.0,0.22777777777777775,0.6666666666666666,-0.08903922592089786,0.3333333333333333,0.0
"Stubborn Def,Sucker Defect,Win-Stay Lose-Shift",Stubborn Def,Sucker Defect,Win-Stay Lose-Shift,1.5,0.2222222222222222,0.6666666666666666,0.47140452079103173,0.3333333333333333,0.0
"Stubborn Def,Sucker Defect,Win-Stay Lose-Shift Defect",Stubborn Def,Sucker Defect,Win-Stay Lose-Shift Defect,1.5,0.21666666666666667,0.6666666666666666,0.47140452079103173,0.3333333333333333,0.0
"Stubborn Def,Thirteen Coop,Thirteen Coop",Stubborn Def,Thirteen Coop,Thirteen Coop,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.19245008972987523,0.47140452079103173,0.3333333333333333
"Stubborn Def,Thirteen Coop,Thirteen Defect",Stubborn Def,Thirteen Coop,Thirteen Defect,2.4375,0.5361111111111111,0.5,0.12815532606330676,0.3379942106908727,0.0
"Stubborn Def,Thirteen Coop,Tit For Tat",Stubborn Def,Thirteen Coop,Tit For Tat,2.2291666666666665,0.5694444444444444,0.6666666666666666,0.2681479535251153,0.47140452079103173,0.3333333333333333
"Stubborn Def,Thirteen Coop,Two Coop",Stubborn Def,Thirteen Coop,Two Coop,2.1458333333333335,0.4083333333333333,0.5,0.23667514525343566,0.42948554605915223,0.16666666666666666
"Stubborn Def,Thirteen Coop,Two Defect",Stubborn Def,Thirteen Coop,Two Defect,2.0833333333333335,0.3888888888888889,0.6666666666666666,0.2509792533882253,0.4275835979147555,0.16666666666666666
"Stubborn Def,Thirteen Coop,Win-Shift Lose-Stay",Stubborn Def,Thirteen Coop,Win-Shift Lose-Stay,2.0833333333333335,0.3888888888888889,0.6666666666666666,0.2509792533882253,0.4275835979147555,0.16666666666666666
"Stubborn Def,Thirteen Coop,Win-Shift Lose-Stay Coop",Stubborn Def,Thirteen Coop,Win-Shift Lose-Stay Coop,2.5833333333333335,0.5055555555555555,0.5,0.13741108030306323,0.4294475814590255,0.16666666666666666
"Stubborn Def,Thirteen Coop,Win-Stay Lose-Shift",Stubborn Def,Thirteen Coop,Win-Stay Lose-Shift,2.4166666666666665,0.6111111111111112,0.6666666666666666,0.25092884792544157,0.47140452079103173,0.3333333333333333
"Stubborn Def,Thirteen Coop,Win-Stay Lose-Shift Defect",Stubborn Def,Thirteen Coop,Win-Stay Lose-Shift Defect,2.25,0.49444444444444446,0.5,0.1374110803030537,0.33788057007029965,0.0
"Stubborn Def,Thirteen Defect,Thirteen Defect",Stubborn Def,Thirteen Defect,Thirteen Defect,2.4236111111111107,0.5956349206349206,0.6666666666666666,0.2105919252849597,0.47140442385040426,0.3055555555555555
"Stubborn Def,Thirteen Defect,Tit For Tat",Stubborn Def,Thirteen Defect,Tit For Tat,2.0208333333333335,0.4993386243386243,0.6666666666666666,0.2531513834431906,0.47135691426036236,0.25
"Stubborn Def,Thirteen Defect,Two Coop",Stubborn Def,Thirteen Defect,Two Coop,1.9652777777777777,0.3567460317460317,0.5,0.34207128227636524,0.4338808718985589,0.1388888888888889
"Stubborn Def,Thirteen Defect,Two Defect",Stubborn Def,Thirteen Defect,Two Defect,1.902777777777778,0.33730158730158727,0.6666666666666666,0.32188009295997794,0.42134534280534847,0.1388888888888889
"Stubborn Def,Thirteen Defect,Win-Shift Lose-Stay",Stubborn Def,Thirteen Defect,Win-Shift Lose-Stay,1.902777777777778,0.33730158730158727,0.6666666666666666,0.32188009295997794,0.42134534280534847,0.1388888888888889
"Stubborn Def,Thirteen Defect,Win-Shift Lose-Stay Coop",Stubborn Def,Thirteen Defect,Win-Shift Lose-Stay Coop,2.375,0.41693121693121693,0.5,-0.3807452562851581,0.4707849557816472,0.0
"Stubborn Def,Thirteen Defect,Win-Stay Lose-Shift",Stubborn Def,Thirteen Defect,Win-Stay Lose-Shift,2.222222222222222,0.5502645502645502,0.5,0.23947908384655672,0.47107484070206435,0.2777777777777778
"Stubborn Def,Thirteen Defect,Win-Stay Lose-Shift Defect",Stubborn Def,Thirteen Defect,Win-Stay Lose-Shift Defect,2.2361111111111107,0.553968253968254,0.6666666666666666,0.2478371892526047,0.4714044161118343,0.3055555555555555
"Stubborn Def,Tit For Tat,Tit For Tat",Stubborn Def,Tit For Tat,Tit For Tat,1.8541666666666667,0.4861111111111111,0.6666666666666666,0.3054393661744348,0.47140452079103173,0.3333333333333333
"Stubborn Def,Tit For Tat,Two Coop",Stubborn Def,Tit For Tat,Two Coop,1.7013888888888886,0.2787037037037037,0.5,0.4987370580748884,0.4361998069510267,0.027777777777777776
"Stubborn Def,Tit For Tat,Two Defect",Stubborn Def,Tit For Tat,Two Defect,1.625,0.25,0.8333333333333334,0.5071537793455122,0.4355030242393199,0.0
"Stubborn Def,Tit For Tat,Win-Shift Lose-Stay",Stubborn Def,Tit For Tat,Win-Shift Lose-Stay,1.6805555555555554,0.287037037037037,0.8333333333333334,0.4851701388879537,0.4472324630533832,0.1111111111111111
"Stubborn Def,Tit For Tat,Win-Shift Lose-Stay Coop",Stubborn Def,Tit For Tat,Win-Shift Lose-Stay Coop,2.1805555555555554,0.4037037037037037,0.6666666666666666,0.310889759603079,0.44898284163830077,0.1111111111111111
"Stubborn Def,Tit For Tat,Win-Stay Lose-Shift",Stubborn Def,Tit For Tat,Win-Stay Lose-Shift,2.0416666666666665,0.5277777777777778,0.6666666666666666,0.29344790671417037,0.47140452079103173,0.3333333333333333
"Stubborn Def,Tit For Tat,Win-Stay Lose-Shift Defect",Stubborn Def,Tit For Tat,Win-Stay Lose-Shift Defect,1.7083333333333333,0.374074074074074,0.6666666666666666,0.02755699300070687,0.471085751484653,0.0
"Stubborn Def,Two Coop,Two Coop",Stubborn Def,Two Coop,Two Coop,1.2430555555555556,0.07103174603174603,0.6666666666666666,0.5721403243107782,0.4713927094513095,0.027777777777777776
"Stubborn Def,Two Coop,Two Defect",Stubborn Def,Two Coop,Two Defect,1.625,0.14417989417989419,0.8333333333333334,0.5444865693683586,0.4712658816624716,0.0
"Stubborn Def,Two Coop,Win-Shift Lose-Stay",Stubborn Def,Two Coop,Win-Shift Lose-Stay,1.263888888888889,0.0701058201058201,0.8333333333333334,0.5695291716278985,0.4702045796366716,0.027777777777777776
"Stubborn Def,Two Coop,Win-Shift Lose-Stay Coop",Stubborn Def,Two Coop,Win-Shift Lose-Stay Coop,1.6805555555555554,0.16825396825396824,0.6666666666666666,0.4143371213809006,0.47139196809409717,0.027777777777777776
"Stubborn Def,Two Coop,Win-Stay Lose-Shift",Stubborn Def,Two Coop,Win-Stay Lose-Shift,1.7638888888888886,0.2923280423280423,0.6666666666666666,0.47192577491402216,0.4292718270437601,0.027777777777777776
"Stubborn Def,Two Coop,Win-Stay Lose-Shift Defect",Stubborn Def,Two Coop,Win-Stay Lose-Shift Defect,1.7083333333333333,0.26825396825396824,0.6666666666666666,0.48241600089545306,0.42087275998230617,0.0
"Stubborn Def,Two Defect,Two Defect",Stubborn Def,Two Defect,Two Defect,1.0,0.0,1.0,0.5773502691896258,,0.0
"Stubborn Def,Two Defect,Win-Shift Lose-Stay",Stubborn Def,Two Defect,Win-Shift Lose-Stay,1.0,0.0,1.0,0.5773502691896258,,0.0
"Stubborn Def,Two Defect,Win-Shift Lose-Stay Coop",Stubborn Def,Two Defect,Win-Shift Lose-Stay Coop,1.5972222222222223,0.14444444444444446,0.6666666666666666,0.3589797230219626,0.4548890306221887,0.027777777777777776
"Stubborn Def,Two Defect,Win-Stay Lose-Shift",Stubborn Def,Two Defect,Win-Stay Lose-Shift,1.5833333333333333,0.24074074074074073,0.8333333333333334,0.4950688286894201,0.41562359063648224,0.0
"Stubborn Def,Two Defect,Win-Stay Lose-Shift Defect",Stubborn Def,Two Defect,Win-Stay Lose-Shift Defect,1.5833333333333333,0.23518518518518514,0.8333333333333334,0.4957818518505905,0.418251120070077,0.0
"Stubborn Def,Win-Shift Lose-Stay,Win-Shift Lose-Stay",Stubborn Def,Win-Shift Lose-Stay,Win-Shift Lose-Stay,1.0,0.0,1.0,0.5773502691896258,,0.0
"Stubborn Def,Win-Shift Lose-Stay,Win-Shift Lose-Stay Coop",Stubborn Def,Win-Shift Lose-Stay,Win-Shift Lose-Stay Coop,1.5972222222222223,0.14444444444444446,0.6666666666666666,0.3589797230219626,0.4548890306221887,0.027777777777777776
"Stubborn Def,Win-Shift Lose-Stay,Win-Stay Lose-Shift",Stubborn Def,Win-Shift Lose-Stay,Win-Stay Lose-Shift,1.75,0.2777777777777778,0.6666666666666666,0.5183157639011047,0.4699865340267482,0.0
"Stubborn Def,Win-Shift Lose-Stay,Win-Stay Lose-Shift Defect",Stubborn Def,Win-Shift Lose-Stay,Win-Stay Lose-Shift Defect,1.7083333333333333,0.26296296296296295,0.6666666666666666,0.5201893154776642,0.4690745154171199,0.0
"Stubborn Def,Win-Shift Lose-Stay Coop,Win-Shift Lose-Stay Coop",Stubborn Def,Win-Shift Lose-Stay Coop,Win-Shift Lose-Stay Coop,2.0555555555555554,0.2515873015873016,0.6666666666666666,0.4877586345587754,0.4713921281558662,0.027777777777777776
"Stubborn Def,Win-Shift Lose-Stay Coop,Win-Stay Lose-Shift",Stubborn Def,Win-Shift Lose-Stay Coop,Win-Stay Lose-Shift,2.263888888888889,0.40343915343915343,0.5,0.009320057531211725,0.46961446413358027,0.027777777777777776
"Stubborn Def,Win-Shift Lose-Stay Coop,Win-Stay Lose-Shift Defect",Stubborn Def,Win-Shift Lose-Stay Coop,Win-Stay Lose-Shift Defect,2.25,0.38862433862433865,0.5,0.284357058636264,0.4707846912886291,0.0
"Stubborn Def,Win-Stay Lose-Shift,Win-Stay Lose-Shift",Stubborn Def,Win-Stay Lose-Shift,Win-Stay Lose-Shift,2.1666666666666665,0.5555555555555556,0.6666666666666666,0.28438592468264234,0.47140452079103173,0.3333333333333333
"Stubborn Def,Win-Stay Lose-Shift,Win-Stay Lose-Shift Defect",Stubborn Def,Win-Stay Lose-Shift,Win-Stay Lose-Shift Defect,2.097222222222222,0.5222222222222223,0.5,0.26170411289323836,0.47106309929408247,0.2777777777777778
"Stubborn Def,Win-Stay Lose-Shift Defect,Win-Stay Lose-Shift Defect",Stubborn Def,Win-Stay Lose-Shift Defect,Win-Stay Lose-Shift Defect,2.1111111111111107,0.5261904761904762,0.6666666666666666,0.26556218133910003,0.47140442223341267,0.3055555555555555
"Suspicious Tit For Tat,Suspicious Tit For Tat,Suspicious Tit For Tat",Suspicious Tit For Tat,Suspicious Tit For Tat,Suspicious Tit For Tat,1.0,0.0,1.0,0.5773502691896258,,0.0
"Sucker Coop,Suspicious Tit For Tat,Suspicious Tit For Tat",Sucker Coop,Suspicious Tit For Tat,Suspicious Tit For Tat,1.3472222222222223,0.09814814814814815,1.0,0.5728464226885986,0.5582452773543439,0.06944444444444443
"Sucker Defect,Suspicious Tit For Tat,Suspicious Tit For Tat",Sucker Defect,Suspicious Tit For Tat,Suspicious Tit For Tat,1.0,0.0,1.0,0.5773502691896258,,0.0
"Suspicious Tit For Tat,Suspicious Tit For Tat,Thirteen Coop",Suspicious Tit For Tat,Suspicious Tit For Tat,Thirteen Coop,2.298611111111111,0.5324074074074073,0.6666666666666666,0.3101288820866736,0.537414943609011,0.5972222222222222
"Suspicious Tit For Tat,Suspicious Tit For Tat,Thirteen Defect",Suspicious Tit For Tat,Suspicious Tit For Tat,Thirteen Defect,2.159722222222222,0.48055555555555557,0.6666666666666666,0.3342202911724421,0.5342121840209361,0.5277777777777778
"Suspicious Tit For Tat,Suspicious Tit For Tat,Tit For Tat",Suspicious Tit For Tat,Suspicious Tit For Tat,Tit For Tat,2.0,0.3333333333333333,1.0,0.47140452079103173,0.51278050355906,0.0
"Suspicious Tit For Tat,Suspicious Tit For Tat,Two Coop",Suspicious Tit For Tat,Suspicious Tit For Tat,Two Coop,2.0,0.22777777777777775,1.0,0.47140452079103173,0.5671714160146438,0.0
"Suspicious Tit For Tat,Suspicious Tit For Tat,Two Defect",Suspicious Tit For Tat,Suspicious Tit For Tat,Two Defect,1.0,0.0,1.0,0.5773502691896258,,0.0
"Suspicious Tit For Tat,Suspicious Tit For Tat,Win-Shift Lose-Stay",Suspicious Tit For Tat,Suspicious Tit For Tat,Win-Shift Lose-Stay,1.0,0.0,1.0,0.5773502691896258,,0.0
"Suspicious Tit For Tat,Suspicious Tit For Tat,Win-Shift Lose-Stay Coop",Suspicious Tit For Tat,Suspicious Tit For Tat,Win-Shift Lose-Stay Coop,2.1180555555555554,0.3064814814814814,0.8333333333333334,0.2904749468326883,0.5651120513107016,0.23611111111111108
"Suspicious Tit For Tat,Suspicious Tit For Tat,Win-Stay Lose-Shift",Suspicious Tit For Tat,Suspicious Tit For Tat,Win-Stay Lose-Shift,1.7083333333333333,0.2685185185185185,1.0,0.5117743766452872,0.48828344495791587,0.0
"Suspicious Tit For Tat,Suspicious Tit For Tat,Win-Stay Lose-Shift Defect",Suspicious Tit For Tat,Suspicious Tit For Tat,Win-Stay Lose-Shift Defect,1.6458333333333333,0.24907407407407403,0.8333333333333334,0.5125824154871655,0.4740723355097632,0.0
"Sucker Coop,Sucker Coop,Suspicious Tit For Tat",Sucker Coop,Sucker Coop,Suspicious Tit For Tat,1.6805555555555556,0.19603174603174603,1.0,0.5632313370966767,0.5632862440145324,0.15277777777777776
"Sucker Coop,Sucker Defect,Suspicious Tit For Tat",Sucker Coop,Sucker Defect,Suspicious Tit For Tat,1.9166666666666667,0.2275132275132275,0.8333333333333334,0.14930664330644228,0.4712762429599831,0.08333333333333333
"Sucker Coop,Suspicious Tit For Tat,Thirteen Coop",Sucker Coop,Suspicious Tit For Tat,Thirteen Coop,2.576388888888889,0.5562169312169313,0.6666666666666666,0.053547376297982265,0.5060046788108439,0.40277777777777773
"Sucker Coop,Suspicious Tit For Tat,Thirteen Defect",Sucker Coop,Suspicious Tit For Tat,Thirteen Defect,2.4791666666666665,0.5136243386243386,0.6666666666666666,0.43271930672569453,0.5732772276499752,0.3333333333333333
"Sucker Coop,Suspicious Tit For Tat,Tit For Tat",Sucker Coop,Suspicious Tit For Tat,Tit For Tat,2.013888888888889,0.3664021164021164,0.8333333333333334,0.19132601889517323,0.5110406219748569,0.1111111111111111
"Sucker Coop,Suspicious Tit For Tat,Two Coop",Sucker Coop,Suspicious Tit For Tat,Two Coop,1.9722222222222225,0.2515873015873016,1.0,0.4714040397687101,0.5729373037378842,0.1111111111111111
"Sucker Coop,Suspicious Tit For Tat,Two Defect",Sucker Coop,Suspicious Tit For Tat,Two Defect,1.5138888888888886,0.14417989417989419,0.8333333333333334,0.557980808057515,0.5056392319887032,0.1111111111111111
"Sucker Coop,Suspicious Tit For Tat,Win-Shift Lose-Stay",Sucker Coop,Suspicious Tit For Tat,Win-Shift Lose-Stay,1.5138888888888886,0.14417989417989419,0.8333333333333334,0.557980808057515,0.5056392319887032,0.1111111111111111
"Sucker Coop,Suspicious Tit For Tat,Win-Shift Lose-Stay Coop",Sucker Coop,Suspicious Tit For Tat,Win-Shift Lose-Stay Coop,2.0347222222222228,0.29325396825396827,0.8333333333333334,0.3858148003936712,0.5695428648383377,0.23611111111111108
"Sucker Coop,Suspicious Tit For Tat,Win-Stay Lose-Shift",Sucker Coop,Suspicious Tit For Tat,Win-Stay Lose-Shift,2.097222222222222,0.38492063492063494,0.8333333333333334,0.4753565397291542,0.48951193183163594,0.1111111111111111
"Sucker Coop,Suspicious Tit For Tat,Win-Stay Lose-Shift Defect",Sucker Coop,Suspicious Tit For Tat,Win-Stay Lose-Shift Defect,2.2291666666666665,0.4025132275132275,0.6666666666666666,0.2656907789683415,0.5654182560000346,0.08333333333333333
"Sucker Defect,Sucker Defect,Suspicious Tit For Tat",Sucker Defect,Sucker Defect,Suspicious Tit For Tat,1.0,0.0,1.0,0.5773502691896258,,0.0
"Sucker Defect,Suspicious Tit For Tat,Thirteen Coop",Sucker Defect,Suspicious Tit For Tat,Thirteen Coop,2.1458333333333335,0.4305555555555556,0.6666666666666666,0.26810154976049116,0.4537904779811181,0.2916666666666667
"Sucker Defect,Suspicious Tit For Tat,Thirteen Defect",Sucker Defect,Suspicious Tit For Tat,Thirteen Defect,2.0208333333333335,0.3879629629629629,0.6666666666666666,0.3066221069701135,0.4506760666658331,0.25
"Sucker Defect,Suspicious Tit For Tat,Tit For Tat",Sucker Defect,Suspicious Tit For Tat,Tit For Tat,1.5416666666666667,0.2314814814814815,0.8333333333333334,0.5265114609736243,0.4355073806958474,0.0
"Sucker Defect,Suspicious Tit For Tat,Two Coop",Sucker Defect,Suspicious Tit For Tat,Two Coop,1.5416666666666667,0.12592592592592594,0.8333333333333334,0.5637518057112805,0.47126285119010447,0.0
"Sucker Defect,Suspicious Tit For Tat,Two Defect",Sucker Defect,Suspicious Tit For Tat,Two Defect,1.0,0.0,1.0,0.5773502691896258,,0.0
"Sucker Defect,Suspicious Tit For Tat,Win-Shift Lose-Stay",Sucker Defect,Suspicious Tit For Tat,Win-Shift Lose-Stay,1.0,0.0,1.0,0.5773502691896258,,0.0
"Sucker Defect,Suspicious Tit For Tat,Win-Shift Lose-Stay Coop",Sucker Defect,Suspicious Tit For Tat,Win-Shift Lose-Stay Coop,2.0625,0.26944444444444443,0.6666666666666666,0.14171426155237535,0.4704638530717656,0.125
"Sucker Defect,Suspicious Tit For Tat,Win-Stay Lose-Shift",Sucker Defect,Suspicious Tit For Tat,Win-Stay Lose-Shift,1.625,0.25,0.8333333333333334,0.48958555299621426,0.42163300477052346,0.0
"Sucker Defect,Suspicious Tit For Tat,Win-Stay Lose-Shift Defect",Sucker Defect,Suspicious Tit For Tat,Win-Stay Lose-Shift Defect,1.5625,0.23055555555555557,0.6666666666666666,0.49021324143996353,0.4020187070097583,0.0
"Suspicious Tit For Tat,Thirteen Coop,Thirteen Coop",Suspicious Tit For Tat,Thirteen Coop,Thirteen Coop,2.9375,0.8472222222222222,0.6666666666666666,0.5404773904987709,0.5655707228266827,0.875
"Suspicious Tit For Tat,Thirteen Coop,Thirteen Defect",Suspicious Tit For Tat,Thirteen Coop,Thirteen Defect,2.6875,0.7027777777777778,0.5,0.17024378275584987,0.5436164493354709,0.5
"Suspicious Tit For Tat,Thirteen Coop,Tit For Tat",Suspicious Tit For Tat,Thirteen Coop,Tit For Tat,2.7916666666666665,0.75,0.8333333333333334,0.5070743650891946,0.5574190635040086,0.5833333333333334
"Suspicious Tit For Tat,Thirteen Coop,Two Coop",Suspicious Tit For Tat,Thirteen Coop,Two Coop,2.7083333333333335,0.5888888888888889,0.6666666666666666,0.4620697778050708,0.5339370474510167,0.4166666666666667
"Suspicious Tit For Tat,Thirteen Coop,Two Defect",Suspicious Tit For Tat,Thirteen Coop,Two Defect,2.2083333333333335,0.4722222222222222,0.6666666666666666,0.29335967904710475,0.5094769629622353,0.4166666666666667
"Suspicious Tit For Tat,Thirteen Coop,Win-Shift Lose-Stay",Suspicious Tit For Tat,Thirteen Coop,Win-Shift Lose-Stay,2.2083333333333335,0.4722222222222222,0.6666666666666666,0.29335967904710475,0.5094769629622353,0.4166666666666667
"Suspicious Tit For Tat,Thirteen Coop,Win-Shift Lose-Stay Coop",Suspicious Tit For Tat,Thirteen Coop,Win-Shift Lose-Stay Coop,2.7708333333333335,0.6305555555555555,0.5,0.41467519740812603,0.5425490114093108,0.5416666666666666
"Suspicious Tit For Tat,Thirteen Coop,Win-Stay Lose-Shift",Suspicious Tit For Tat,Thirteen Coop,Win-Stay Lose-Shift,2.6666666666666665,0.7222222222222222,0.8333333333333334,0.49118680893194816,0.55363716682777,0.5833333333333334
"Suspicious Tit For Tat,Thirteen Coop,Win-Stay Lose-Shift Defect",Suspicious Tit For Tat,Thirteen Coop,Win-Stay Lose-Shift Defect,2.4375,0.5916666666666667,0.5,0.10880127461355045,0.5034746240305578,0.25
"Suspicious Tit For Tat,Thirteen Defect,Thirteen Defect",Suspicious Tit For Tat,Thirteen Defect,Thirteen Defect,2.631944444444444,0.7345238095238096,0.6666666666666666,0.5093087898245447,0.5594931995454279,0.7222222222222222
"Suspicious Tit For Tat,Thirteen Defect,Tit For Tat",Suspicious Tit For Tat,Thirteen Defect,Tit For Tat,2.5416666666666665,0.6521164021164021,0.8333333333333334,0.47119881987066603,0.5529045523645942,0.4166666666666667
"Suspicious Tit For Tat,Thirteen Defect,Two Coop",Suspicious Tit For Tat,Thirteen Defect,Two Coop,2.486111111111111,0.5095238095238095,0.6666666666666666,0.23777761232244435,0.532734831786963,0.3055555555555556
"Suspicious Tit For Tat,Thirteen Defect,Two Defect",Suspicious Tit For Tat,Thirteen Defect,Two Defect,1.9861111111111114,0.39285714285714285,0.6666666666666666,0.34425994819082845,0.49504222841938733,0.3055555555555556
"Suspicious Tit For Tat,Thirteen Defect,Win-Shift Lose-Stay",Suspicious Tit For Tat,Thirteen Defect,Win-Shift Lose-Stay,1.9861111111111114,0.39285714285714285,0.6666666666666666,0.34425994819082845,0.49504222841938733,0.3055555555555556
"Suspicious Tit For Tat,Thirteen Defect,Win-Shift Lose-Stay Coop",Suspicious Tit For Tat,Thirteen Defect,Win-Shift Lose-Stay Coop,2.5208333333333335,0.5141534391534391,0.5,0.06041507228269766,0.5719832848813642,0.2916666666666667
"Suspicious Tit For Tat,Thirteen Defect,Win-Stay Lose-Shift",Suspicious Tit For Tat,Thirteen Defect,Win-Stay Lose-Shift,2.4305555555555554,0.6335978835978836,0.6666666666666666,0.4427746349221325,0.5467323539655684,0.4444444444444445
"Suspicious Tit For Tat,Thirteen Defect,Win-Stay Lose-Shift Defect",Suspicious Tit For Tat,Thirteen Defect,Win-Stay Lose-Shift Defect,2.381944444444444,0.6234126984126984,0.6666666666666666,0.4217377920594761,0.5395561887060604,0.47222222222222215
"Suspicious Tit For Tat,Tit For Tat,Tit For Tat",Suspicious Tit For Tat,Tit For Tat,Tit For Tat,2.6666666666666665,0.6666666666666666,1.0,0.4714620582628665,0.5502324964738277,0.3333333333333333
"Suspicious Tit For Tat,Tit For Tat,Two Coop",Suspicious Tit For Tat,Tit For Tat,Two Coop,2.513888888888889,0.4592592592592593,0.8333333333333334,0.47098895932801677,0.5433205298924051,0.027777777777777776
"Suspicious Tit For Tat,Tit For Tat,Two Defect",Suspicious Tit For Tat,Tit For Tat,Two Defect,2.0,0.3333333333333333,1.0,0.47140452079103173,0.51278050355906,0.0
"Suspicious Tit For Tat,Tit For Tat,Win-Shift Lose-Stay",Suspicious Tit For Tat,Tit For Tat,Win-Shift Lose-Stay,2.0555555555555554,0.37037037037037035,1.0,0.4437426537399293,0.519953603693204,0.1111111111111111
