Tournament_Members,Player1,Player2,Player3,Avg_Norm_Score,Avg_Norm_Cooperation_Rate,Avg_Good_Partner_Rate,Avg_Eigenmoses_Rate,Avg_Eigenjesus_Rate,Avg_Norm_CC_Distribution
"Alternator,Alternator,Alternator",Alternator,Alternator,Alternator,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Alternator,Alternator,Anti Tit For Tat",Alternator,Alternator,Anti Tit For Tat,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Alternator,Alternator,Bitter Cooperator",Alternator,Alternator,Bitter Cooperator,2.3680555555555554,0.5998677248677249,0.6666666666666666,0.3334316625883896,0.5671634386907594,0.23611111111111113
"Alternator,Alternator,Bitter Cooperator Def",Alternator,Alternator,Bitter Cooperator Def,2.3333333333333335,0.5711640211640211,1.0,0.3334513359907925,0.5730664918501766,0.16666666666666666
"Alternator,Alternator,Bully",Alternator,Alternator,Bully,1.9652777777777777,0.49801587301587297,0.6666666666666666,0.06662034072801648,0.573648462438657,0.4305555555555556
"Alternator,Alternator,Cooperator",Alternator,Alternator,Cooperator,2.5,0.6878306878306878,0.6666666666666666,0.3334621862802203,0.5485277413889232,0.5
"Alternator,Alternator,Cooperator Def",Alternator,Alternator,Cooperator Def,2.465277777777778,0.6591269841269841,0.6666666666666666,0.33342988657878697,0.5554037668976118,0.4305555555555556
"Alternator,Alternator,Coop When Both Defect",Alternator,Alternator,Coop When Both Defect,1.9652777777777777,0.49801587301587297,0.6666666666666666,0.06662034072801648,0.573648462438657,0.4305555555555556
"Alternator,Alternator,Coop When Both Defect 1",Alternator,Alternator,Coop When Both Defect 1,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Alternator,Alternator,Curious Defector",Alternator,Alternator,Curious Defector,1.8680555555555554,0.38320105820105815,0.6666666666666666,0.3333333333333333,0.5095491651847971,0.23611111111111113
"Alternator,Alternator,Cycler DC",Alternator,Alternator,Cycler DC,2.3333333333333335,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.16666666666666666
"Alternator,Alternator,Defector",Alternator,Alternator,Defector,1.8333333333333333,0.3544973544973545,0.6666666666666666,0.3333333333333333,0.4702190472722596,0.16666666666666666
"Alternator,Alternator,Fourteen Coop",Alternator,Alternator,Fourteen Coop,2.5,0.6878306878306878,0.6666666666666666,0.3334621862802203,0.5485277413889232,0.5
"Alternator,Alternator,Fourteen Defect",Alternator,Alternator,Fourteen Defect,2.465277777777778,0.5535714285714285,0.6666666666666666,-0.3333333333333333,0.5764797133140702,0.4305555555555556
"Alternator,Alternator,Seven Coop",Alternator,Alternator,Seven Coop,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Alternator,Alternator,Seven Defect",Alternator,Alternator,Seven Defect,2.069444444444444,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.4305555555555556
"Alternator,Alternator,Stubborn Coop",Alternator,Alternator,Stubborn Coop,1.972222222222222,0.5119047619047619,0.6666666666666666,-0.3332203849182942,0.5745884701584293,0.23611111111111113
"Alternator,Alternator,Stubborn Def",Alternator,Alternator,Stubborn Def,1.8333333333333333,0.3544973544973545,0.6666666666666666,0.3333333333333333,0.4702190472722596,0.16666666666666666
"Alternator,Alternator,Suspicious Tit For Tat",Alternator,Alternator,Suspicious Tit For Tat,2.3333333333333335,0.4656084656084655,1.0,0.3333333333333333,0.569284724915818,0.16666666666666666
"Alternator,Alternator,Sucker Coop",Alternator,Alternator,Sucker Coop,1.8680555555555554,0.38320105820105815,0.6666666666666666,0.3333333333333333,0.5095491651847971,0.23611111111111113
"Alternator,Alternator,Sucker Defect",Alternator,Alternator,Sucker Defect,1.8333333333333333,0.3544973544973545,0.6666666666666666,0.3333333333333333,0.4702190472722596,0.16666666666666666
"Alternator,Alternator,Thirteen Coop",Alternator,Alternator,Thirteen Coop,2.5,0.6878306878306878,0.6666666666666666,0.3334621862802203,0.5485277413889232,0.5
"Alternator,Alternator,Thirteen Defect",Alternator,Alternator,Thirteen Defect,2.361111111111111,0.635978835978836,0.6666666666666666,0.33345294696510863,0.5602828152467506,0.4305555555555556
"Alternator,Alternator,Tit For Tat",Alternator,Alternator,Tit For Tat,2.3680555555555554,0.5998677248677249,0.6666666666666666,0.3334316625883896,0.5671634386907594,0.23611111111111113
"Alternator,Alternator,Two Coop",Alternator,Alternator,Two Coop,2.263888888888889,0.47116402116402106,1.0,0.3333333333333333,0.5703048464878928,0.23611111111111113
"Alternator,Alternator,Two Defect",Alternator,Alternator,Two Defect,2.3333333333333335,0.4656084656084655,1.0,0.3333333333333333,0.569284724915818,0.16666666666666666
"Alternator,Alternator,Win-Shift Lose-Stay",Alternator,Alternator,Win-Shift Lose-Stay,2.1666666666666665,0.4656084656084655,1.0,0.3333333333333333,0.569284724915818,0.3333333333333333
"Alternator,Alternator,Win-Shift Lose-Stay Coop",Alternator,Alternator,Win-Shift Lose-Stay Coop,2.1666666666666665,0.47116402116402106,1.0,0.3333333333333333,0.5703048464878928,0.3333333333333333
"Alternator,Alternator,Win-Stay Lose-Shift",Alternator,Alternator,Win-Stay Lose-Shift,2.1666666666666665,0.5767195767195766,1.0,0.33348571444689507,0.5718125694900457,0.3333333333333333
"Alternator,Alternator,Win-Stay Lose-Shift Defect",Alternator,Alternator,Win-Stay Lose-Shift Defect,2.1666666666666665,0.5711640211640211,1.0,0.3334513359907925,0.5730664918501766,0.3333333333333333
"Alternator,Anti Tit For Tat,Anti Tit For Tat",Alternator,Anti Tit For Tat,Anti Tit For Tat,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Alternator,Anti Tit For Tat,Bitter Cooperator",Alternator,Anti Tit For Tat,Bitter Cooperator,2.2430555555555554,0.5906084656084656,0.6666666666666666,0.182894445987882,0.5586476141609517,0.3194444444444444
"Alternator,Anti Tit For Tat,Bitter Cooperator Def",Alternator,Anti Tit For Tat,Bitter Cooperator Def,2.263888888888889,0.5804232804232804,0.8333333333333334,0.25659580851993413,0.5676098922541856,0.27777777777777773
"Alternator,Anti Tit For Tat,Bully",Alternator,Anti Tit For Tat,Bully,2.1458333333333335,0.5072751322751322,0.6666666666666666,-0.1042338390137915,0.5451318104992317,0.2916666666666667
"Alternator,Anti Tit For Tat,Cooperator",Alternator,Anti Tit For Tat,Cooperator,2.4305555555555554,0.6415343915343915,0.6666666666666666,0.4473137224877653,0.518282996216027,0.36111111111111116
"Alternator,Anti Tit For Tat,Cooperator Def",Alternator,Anti Tit For Tat,Cooperator Def,2.4097222222222223,0.6220899470899471,0.6666666666666666,-0.08452101708898581,0.5356497893377216,0.3194444444444445
"Alternator,Anti Tit For Tat,Coop When Both Defect",Alternator,Anti Tit For Tat,Coop When Both Defect,2.1458333333333335,0.5072751322751322,0.6666666666666666,-0.1042338390137915,0.5451318104992317,0.2916666666666667
"Alternator,Anti Tit For Tat,Coop When Both Defect 1",Alternator,Anti Tit For Tat,Coop When Both Defect 1,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Alternator,Anti Tit For Tat,Curious Defector",Alternator,Anti Tit For Tat,Curious Defector,2.076388888888889,0.42949735449735443,0.6666666666666666,0.05662604349722633,0.509214589761969,0.23611111111111113
"Alternator,Anti Tit For Tat,Cycler DC",Alternator,Anti Tit For Tat,Cycler DC,2.2083333333333335,0.5304232804232805,0.8333333333333334,0.33334608287911677,0.5767628854485417,0.3333333333333333
"Alternator,Anti Tit For Tat,Defector",Alternator,Anti Tit For Tat,Defector,2.0833333333333335,0.41005291005291,0.6666666666666666,0.09388156529029756,0.470218820059266,0.16666666666666666
"Alternator,Anti Tit For Tat,Fourteen Coop",Alternator,Anti Tit For Tat,Fourteen Coop,2.4305555555555554,0.6415343915343915,0.6666666666666666,0.4473137224877653,0.518282996216027,0.36111111111111116
"Alternator,Anti Tit For Tat,Fourteen Defect",Alternator,Anti Tit For Tat,Fourteen Defect,2.4097222222222223,0.5165343915343915,0.6666666666666666,0.45634834635133553,0.5693315337321364,0.3194444444444445
"Alternator,Anti Tit For Tat,Seven Coop",Alternator,Anti Tit For Tat,Seven Coop,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Alternator,Anti Tit For Tat,Seven Defect",Alternator,Anti Tit For Tat,Seven Defect,2.0833333333333335,0.5304232804232805,0.8333333333333334,0.33334608287911677,0.5767628854485417,0.4583333333333333
"Alternator,Anti Tit For Tat,Stubborn Coop",Alternator,Anti Tit For Tat,Stubborn Coop,2.138888888888889,0.5489417989417988,0.6666666666666666,0.4443339675948336,0.5711561011006597,0.23611111111111113
"Alternator,Anti Tit For Tat,Stubborn Def",Alternator,Anti Tit For Tat,Stubborn Def,2.0833333333333335,0.41005291005291,0.6666666666666666,0.09388156529029756,0.470218820059266,0.16666666666666666
"Alternator,Anti Tit For Tat,Suspicious Tit For Tat",Alternator,Anti Tit For Tat,Suspicious Tit For Tat,2.25,0.4656084656084655,1.0,0.3333333333333333,0.569284724915818,0.25
"Alternator,Anti Tit For Tat,Sucker Coop",Alternator,Anti Tit For Tat,Sucker Coop,2.076388888888889,0.42949735449735443,0.6666666666666666,0.05662604349722633,0.509214589761969,0.23611111111111113
"Alternator,Anti Tit For Tat,Sucker Defect",Alternator,Anti Tit For Tat,Sucker Defect,2.0833333333333335,0.41005291005291,0.6666666666666666,0.09388156529029756,0.470218820059266,0.16666666666666666
"Alternator,Anti Tit For Tat,Thirteen Coop",Alternator,Anti Tit For Tat,Thirteen Coop,2.4305555555555554,0.6415343915343915,0.6666666666666666,0.4473137224877653,0.518282996216027,0.36111111111111116
"Alternator,Anti Tit For Tat,Thirteen Defect",Alternator,Anti Tit For Tat,Thirteen Defect,2.3333333333333335,0.5989417989417989,0.6666666666666666,-0.469744170030082,0.5744783004300863,0.2916666666666667
"Alternator,Anti Tit For Tat,Tit For Tat",Alternator,Anti Tit For Tat,Tit For Tat,2.2708333333333335,0.5906084656084656,0.8333333333333334,0.33344417669870174,0.5689945695773312,0.2916666666666667
"Alternator,Anti Tit For Tat,Two Coop",Alternator,Anti Tit For Tat,Two Coop,2.1805555555555554,0.47116402116402106,0.8333333333333334,0.18150066178645852,0.5640075662913474,0.3194444444444444
"Alternator,Anti Tit For Tat,Two Defect",Alternator,Anti Tit For Tat,Two Defect,2.222222222222222,0.4656084656084655,0.8333333333333334,0.20100756305184242,0.5627240186489044,0.27777777777777773
"Alternator,Anti Tit For Tat,Win-Shift Lose-Stay",Alternator,Anti Tit For Tat,Win-Shift Lose-Stay,2.138888888888889,0.4656084656084655,0.8333333333333334,0.20100756305184242,0.5627240186489044,0.3611111111111111
"Alternator,Anti Tit For Tat,Win-Shift Lose-Stay Coop",Alternator,Anti Tit For Tat,Win-Shift Lose-Stay Coop,2.138888888888889,0.47116402116402106,0.8333333333333334,0.18150066178645852,0.5640075662913474,0.3611111111111111
"Alternator,Anti Tit For Tat,Win-Stay Lose-Shift",Alternator,Anti Tit For Tat,Win-Stay Lose-Shift,2.138888888888889,0.5767195767195766,0.8333333333333334,0.18266519171407505,0.5625580847478507,0.3611111111111111
"Alternator,Anti Tit For Tat,Win-Stay Lose-Shift Defect",Alternator,Anti Tit For Tat,Win-Stay Lose-Shift Defect,2.25,0.5711640211640211,0.8333333333333334,-0.45798543827999144,0.56928918405558,0.25
"Alternator,Bitter Cooperator,Bitter Cooperator",Alternator,Bitter Cooperator,Bitter Cooperator,2.7291666666666665,0.7824074074074073,0.6666666666666666,0.4714292637966886,0.5624121995054566,0.4583333333333333
"Alternator,Bitter Cooperator,Bitter Cooperator Def",Alternator,Bitter Cooperator,Bitter Cooperator Def,2.5416666666666665,0.6518518518518518,0.8333333333333334,0.3361367500570522,0.5720506668023978,0.08333333333333333
"Alternator,Bitter Cooperator,Bully",Alternator,Bitter Cooperator,Bully,2.2430555555555554,0.5879629629629629,0.5,0.19254730826861466,0.5488827004813751,0.3194444444444444
"Alternator,Bitter Cooperator,Cooperator",Alternator,Bitter Cooperator,Cooperator,2.7916666666666665,0.824074074074074,0.6666666666666666,0.47142542414121746,0.5600567677651771,0.5833333333333334
"Alternator,Bitter Cooperator,Cooperator Def",Alternator,Bitter Cooperator,Cooperator Def,2.7430555555555554,0.7861111111111111,0.6666666666666666,0.4712319004484729,0.563206881856414,0.48611111111111116
"Alternator,Bitter Cooperator,Coop When Both Defect",Alternator,Bitter Cooperator,Coop When Both Defect,2.2430555555555554,0.5879629629629629,0.5,0.19254730826861466,0.5488827004813751,0.3194444444444444
"Alternator,Bitter Cooperator,Coop When Both Defect 1",Alternator,Bitter Cooperator,Coop When Both Defect 1,2.263888888888889,0.6018518518518517,0.6666666666666666,0.19273977747257223,0.5540529850177934,0.3611111111111111
"Alternator,Bitter Cooperator,Curious Defector",Alternator,Bitter Cooperator,Curious Defector,2.1180555555555554,0.4731481481481481,0.5,0.16484770168203108,0.4887597073222223,0.15277777777777776
"Alternator,Bitter Cooperator,Cycler DC",Alternator,Bitter Cooperator,Cycler DC,2.5416666666666665,0.6018518518518517,0.8333333333333334,0.3334204337556641,0.5654816842912468,0.08333333333333333
"Alternator,Bitter Cooperator,Defector",Alternator,Bitter Cooperator,Defector,2.0416666666666665,0.4351851851851852,0.5,0.46299239757634103,0.4592569128239559,0.08333333333333333
"Alternator,Bitter Cooperator,Fourteen Coop",Alternator,Bitter Cooperator,Fourteen Coop,2.7916666666666665,0.824074074074074,0.6666666666666666,0.47142542414121746,0.5600567677651771,0.5833333333333334
"Alternator,Bitter Cooperator,Fourteen Defect",Alternator,Bitter Cooperator,Fourteen Defect,2.7430555555555554,0.6805555555555556,0.6666666666666666,0.4497169509534915,0.5632211865298121,0.48611111111111116
"Alternator,Bitter Cooperator,Seven Coop",Alternator,Bitter Cooperator,Seven Coop,2.4305555555555554,0.6388888888888888,0.8333333333333334,0.41565770088978815,0.5662665496223499,0.3611111111111111
"Alternator,Bitter Cooperator,Seven Defect",Alternator,Bitter Cooperator,Seven Defect,2.472222222222222,0.6388888888888888,0.8333333333333334,0.41565770088978815,0.5662665496223499,0.3194444444444444
"Alternator,Bitter Cooperator,Stubborn Coop",Alternator,Bitter Cooperator,Stubborn Coop,2.5416666666666665,0.7407407407407407,0.6666666666666666,0.47140957241070497,0.563869078619144,0.4583333333333333
"Alternator,Bitter Cooperator,Stubborn Def",Alternator,Bitter Cooperator,Stubborn Def,2.0416666666666665,0.4351851851851852,0.5,0.46299239757634103,0.4592569128239559,0.08333333333333333
"Alternator,Bitter Cooperator,Suspicious Tit For Tat",Alternator,Bitter Cooperator,Suspicious Tit For Tat,2.5416666666666665,0.5462962962962963,0.8333333333333334,0.45479402682709774,0.5534707262590466,0.08333333333333333
"Alternator,Bitter Cooperator,Sucker Coop",Alternator,Bitter Cooperator,Sucker Coop,2.1180555555555554,0.4731481481481481,0.5,0.16484770168203108,0.4887597073222223,0.15277777777777776
"Alternator,Bitter Cooperator,Sucker Defect",Alternator,Bitter Cooperator,Sucker Defect,2.0416666666666665,0.4351851851851852,0.5,0.46299239757634103,0.4592569128239559,0.08333333333333333
"Alternator,Bitter Cooperator,Thirteen Coop",Alternator,Bitter Cooperator,Thirteen Coop,2.7916666666666665,0.824074074074074,0.6666666666666666,0.47142542414121746,0.5600567677651771,0.5833333333333334
"Alternator,Bitter Cooperator,Thirteen Defect",Alternator,Bitter Cooperator,Thirteen Defect,2.638888888888889,0.762962962962963,0.5,0.4695988031504477,0.5646395634647847,0.48611111111111116
"Alternator,Bitter Cooperator,Tit For Tat",Alternator,Bitter Cooperator,Tit For Tat,2.7291666666666665,0.7824074074074073,0.6666666666666666,0.4714292637966886,0.5624121995054566,0.4583333333333333
"Alternator,Bitter Cooperator,Two Coop",Alternator,Bitter Cooperator,Two Coop,2.513888888888889,0.5611111111111111,0.6666666666666666,0.3331774027221519,0.5530158980545945,0.15277777777777776
"Alternator,Bitter Cooperator,Two Defect",Alternator,Bitter Cooperator,Two Defect,2.5416666666666665,0.5462962962962963,0.8333333333333334,0.45479402682709774,0.5534707262590466,0.08333333333333333
"Alternator,Bitter Cooperator,Win-Shift Lose-Stay",Alternator,Bitter Cooperator,Win-Shift Lose-Stay,2.513888888888889,0.5833333333333334,0.8333333333333334,0.4642314216274563,0.5574180750290277,0.27777777777777773
"Alternator,Bitter Cooperator,Win-Shift Lose-Stay Coop",Alternator,Bitter Cooperator,Win-Shift Lose-Stay Coop,2.513888888888889,0.5888888888888889,0.8333333333333334,0.3847005524221489,0.5584110223066404,0.27777777777777773
"Alternator,Bitter Cooperator,Win-Stay Lose-Shift",Alternator,Bitter Cooperator,Win-Stay Lose-Shift,2.625,0.7685185185185185,0.8333333333333334,0.4714308759313113,0.5630240325879474,0.5
"Alternator,Bitter Cooperator,Win-Stay Lose-Shift Defect",Alternator,Bitter Cooperator,Win-Stay Lose-Shift Defect,2.5555555555555554,0.7351851851851852,0.6666666666666666,0.4695539137997679,0.5654070551725435,0.4444444444444445
"Alternator,Bitter Cooperator Def,Bitter Cooperator Def",Alternator,Bitter Cooperator Def,Bitter Cooperator Def,2.6111111111111107,0.7113756613756614,1.0,0.4714656007791483,0.5678102731524902,0.3055555555555555
"Alternator,Bitter Cooperator Def,Bully",Alternator,Bitter Cooperator Def,Bully,2.201388888888889,0.5548941798941799,0.6666666666666666,0.1709180735752882,0.5592270850235336,0.23611111111111108
"Alternator,Bitter Cooperator Def,Cooperator",Alternator,Bitter Cooperator Def,Cooperator,2.7361111111111107,0.7817460317460317,0.6666666666666666,0.47020768611536995,0.5611773566463448,0.47222222222222215
"Alternator,Bitter Cooperator Def,Cooperator Def",Alternator,Bitter Cooperator Def,Cooperator Def,2.6736111111111107,0.7530423280423281,0.8333333333333334,0.47141340890672917,0.5646662184444607,0.4305555555555555
"Alternator,Bitter Cooperator Def,Coop When Both Defect",Alternator,Bitter Cooperator Def,Coop When Both Defect,2.201388888888889,0.5548941798941799,0.6666666666666666,0.1709180735752882,0.5592270850235336,0.23611111111111108
"Alternator,Bitter Cooperator Def,Coop When Both Defect 1",Alternator,Bitter Cooperator Def,Coop When Both Defect 1,2.2083333333333335,0.5595238095238094,0.8333333333333334,0.1867659026079301,0.5658121890761448,0.25
"Alternator,Bitter Cooperator Def,Curious Defector",Alternator,Bitter Cooperator Def,Curious Defector,2.0625,0.43082010582010577,0.6666666666666666,0.1667162845763983,0.4997334982709687,0.041666666666666664
"Alternator,Bitter Cooperator Def,Cycler DC",Alternator,Bitter Cooperator Def,Cycler DC,2.472222222222222,0.5687830687830687,1.0,0.3334464588353056,0.5726468267577572,0.027777777777777776
"Alternator,Bitter Cooperator Def,Defector",Alternator,Bitter Cooperator Def,Defector,2.0,0.4021164021164021,0.6666666666666666,0.3333333333333333,0.4668569350829375,0.0
"Alternator,Bitter Cooperator Def,Fourteen Coop",Alternator,Bitter Cooperator Def,Fourteen Coop,2.7361111111111107,0.7817460317460317,0.6666666666666666,0.47020768611536995,0.5611773566463448,0.47222222222222215
"Alternator,Bitter Cooperator Def,Fourteen Defect",Alternator,Bitter Cooperator Def,Fourteen Defect,2.6458333333333335,0.628968253968254,0.8333333333333334,0.21769950125923374,0.5698345214897794,0.375
"Alternator,Bitter Cooperator Def,Seven Coop",Alternator,Bitter Cooperator Def,Seven Coop,2.388888888888889,0.6058201058201058,1.0,0.4208492438100677,0.5723566799783266,0.27777777777777773
"Alternator,Bitter Cooperator Def,Seven Defect",Alternator,Bitter Cooperator Def,Seven Defect,2.388888888888889,0.5965608465608465,0.8333333333333334,0.385474558077236,0.5711510998223809,0.23611111111111108
"Alternator,Bitter Cooperator Def,Stubborn Coop",Alternator,Bitter Cooperator Def,Stubborn Coop,2.125,0.5502645502645502,0.6666666666666666,-0.33049692174564876,0.5556864928669858,0.041666666666666664
"Alternator,Bitter Cooperator Def,Stubborn Def",Alternator,Bitter Cooperator Def,Stubborn Def,2.0,0.4021164021164021,0.6666666666666666,0.3333333333333333,0.4668569350829375,0.0
"Alternator,Bitter Cooperator Def,Suspicious Tit For Tat",Alternator,Bitter Cooperator Def,Suspicious Tit For Tat,2.4583333333333335,0.503968253968254,0.8333333333333334,0.3333333333333333,0.5584769869078028,0.0
"Alternator,Bitter Cooperator Def,Sucker Coop",Alternator,Bitter Cooperator Def,Sucker Coop,2.076388888888889,0.44007936507936507,0.6666666666666666,0.20094952131310032,0.5120345192200862,0.06944444444444443
"Alternator,Bitter Cooperator Def,Sucker Defect",Alternator,Bitter Cooperator Def,Sucker Defect,2.0,0.4021164021164021,0.6666666666666666,0.3333333333333333,0.4668569350829375,0.0
"Alternator,Bitter Cooperator Def,Thirteen Coop",Alternator,Bitter Cooperator Def,Thirteen Coop,2.7361111111111107,0.7817460317460317,0.6666666666666666,0.47020768611536995,0.5611773566463448,0.47222222222222215
"Alternator,Bitter Cooperator Def,Thirteen Defect",Alternator,Bitter Cooperator Def,Thirteen Defect,2.6111111111111107,0.7391534391534392,0.8333333333333334,0.47141410359786545,0.5658105439641243,0.4305555555555555
"Alternator,Bitter Cooperator Def,Tit For Tat",Alternator,Bitter Cooperator Def,Tit For Tat,2.5208333333333335,0.6382275132275131,0.8333333333333334,0.3362854415233696,0.5737105355950444,0.041666666666666664
"Alternator,Bitter Cooperator Def,Two Coop",Alternator,Bitter Cooperator Def,Two Coop,2.4583333333333335,0.5187830687830687,1.0,0.33501366116768927,0.5634869558881449,0.041666666666666664
"Alternator,Bitter Cooperator Def,Two Defect",Alternator,Bitter Cooperator Def,Two Defect,2.4583333333333335,0.503968253968254,0.8333333333333334,0.3333333333333333,0.5584769869078028,0.0
"Alternator,Bitter Cooperator Def,Win-Shift Lose-Stay",Alternator,Bitter Cooperator Def,Win-Shift Lose-Stay,2.4166666666666665,0.5317460317460317,1.0,0.30324534772427564,0.5640231522674312,0.16666666666666666
"Alternator,Bitter Cooperator Def,Win-Shift Lose-Stay Coop",Alternator,Bitter Cooperator Def,Win-Shift Lose-Stay Coop,2.472222222222222,0.5558201058201058,1.0,0.38810893368169364,0.5660708083422008,0.19444444444444442
"Alternator,Bitter Cooperator Def,Win-Stay Lose-Shift",Alternator,Bitter Cooperator Def,Win-Stay Lose-Shift,2.5,0.6984126984126984,1.0,0.4711227965232663,0.5690063336513979,0.3333333333333333
"Alternator,Bitter Cooperator Def,Win-Stay Lose-Shift Defect",Alternator,Bitter Cooperator Def,Win-Stay Lose-Shift Defect,2.5277777777777772,0.7113756613756614,1.0,0.4714656007791483,0.5678102731524902,0.38888888888888884
"Alternator,Bully,Bully",Alternator,Bully,Bully,1.9375,0.47420634920634913,0.6666666666666666,-0.19541686047340434,0.5705995249724438,0.375
"Alternator,Bully,Cooperator",Alternator,Bully,Cooperator,2.375,0.5992063492063492,0.5,0.10384772138061142,0.48464955174089114,0.25
"Alternator,Bully,Cooperator Def",Alternator,Bully,Cooperator Def,2.326388888888889,0.5797619047619047,0.5,0.0556510776475021,0.5068855076634572,0.23611111111111108
"Alternator,Bully,Coop When Both Defect",Alternator,Bully,Coop When Both Defect,1.9375,0.47420634920634913,0.6666666666666666,-0.19541686047340434,0.5705995249724438,0.375
"Alternator,Bully,Coop When Both Defect 1",Alternator,Bully,Coop When Both Defect 1,1.9444444444444444,0.47883597883597884,0.6666666666666666,-0.06312102430321657,0.568788332907849,0.3888888888888889
"Alternator,Bully,Curious Defector",Alternator,Bully,Curious Defector,2.0208333333333335,0.3871693121693121,0.5,-0.11888548899366491,0.5046559584253781,0.125
"Alternator,Bully,Cycler DC",Alternator,Bully,Cycler DC,2.125,0.488095238095238,0.8333333333333334,-0.06315310813983137,0.5716568712328193,0.25
"Alternator,Bully,Defector",Alternator,Bully,Defector,2.0,0.3677248677248677,0.5,0.41829974028066563,0.4518937403844396,0.08333333333333333
"Alternator,Bully,Fourteen Coop",Alternator,Bully,Fourteen Coop,2.375,0.5992063492063492,0.5,0.10384772138061142,0.48464955174089114,0.25
"Alternator,Bully,Fourteen Defect",Alternator,Bully,Fourteen Defect,2.326388888888889,0.47420634920634913,0.5,0.39952046542212266,0.5527340356847339,0.23611111111111108
"Alternator,Bully,Seven Coop",Alternator,Bully,Seven Coop,2.125,0.488095238095238,0.6666666666666666,-0.18349962250886634,0.5305529262762774,0.25
"Alternator,Bully,Seven Defect",Alternator,Bully,Seven Defect,2.0,0.488095238095238,0.8333333333333334,-0.06315310813983137,0.5716568712328193,0.375
"Alternator,Bully,Stubborn Coop",Alternator,Bully,Stubborn Coop,2.0833333333333335,0.5066137566137566,0.5,0.4666561062768455,0.5719498836738732,0.125
"Alternator,Bully,Stubborn Def",Alternator,Bully,Stubborn Def,2.0,0.3677248677248677,0.5,0.41829974028066563,0.4518937403844396,0.08333333333333333
"Alternator,Bully,Suspicious Tit For Tat",Alternator,Bully,Suspicious Tit For Tat,2.2083333333333335,0.43253968253968256,0.8333333333333334,0.3333333333333333,0.5645823276279849,0.16666666666666666
"Alternator,Bully,Sucker Coop",Alternator,Bully,Sucker Coop,2.0625,0.3964285714285714,0.5,-0.4713790281741949,0.531814132432971,0.125
"Alternator,Bully,Sucker Defect",Alternator,Bully,Sucker Defect,2.0,0.3677248677248677,0.5,0.41829974028066563,0.4518937403844396,0.08333333333333333
"Alternator,Bully,Thirteen Coop",Alternator,Bully,Thirteen Coop,2.375,0.5992063492063492,0.5,0.10384772138061142,0.48464955174089114,0.25
"Alternator,Bully,Thirteen Defect",Alternator,Bully,Thirteen Defect,2.263888888888889,0.5658730158730159,0.5,0.08520049579792222,0.5115473213618605,0.23611111111111108
"Alternator,Bully,Tit For Tat",Alternator,Bully,Tit For Tat,2.2291666666666665,0.5575396825396824,0.6666666666666666,0.33332178064146123,0.5605402684974433,0.20833333333333334
"Alternator,Bully,Two Coop",Alternator,Bully,Two Coop,2.125,0.4288359788359788,0.6666666666666666,0.2564537098358518,0.5627618665486821,0.20833333333333334
"Alternator,Bully,Two Defect",Alternator,Bully,Two Defect,2.1805555555555554,0.4325396825396825,0.6666666666666666,0.18257418583505536,0.5624630764950604,0.19444444444444442
"Alternator,Bully,Win-Shift Lose-Stay",Alternator,Bully,Win-Shift Lose-Stay,2.097222222222222,0.4325396825396825,0.6666666666666666,0.18257418583505536,0.5624630764950604,0.27777777777777773
"Alternator,Bully,Win-Shift Lose-Stay Coop",Alternator,Bully,Win-Shift Lose-Stay Coop,2.2083333333333335,0.4380952380952381,0.6666666666666666,-0.45424627237864473,0.5379539318995433,0.16666666666666666
"Alternator,Bully,Win-Stay Lose-Shift",Alternator,Bully,Win-Stay Lose-Shift,2.097222222222222,0.5436507936507936,0.6666666666666666,0.200952207555587,0.5501152798201062,0.27777777777777773
"Alternator,Bully,Win-Stay Lose-Shift Defect",Alternator,Bully,Win-Stay Lose-Shift Defect,2.097222222222222,0.5380952380952381,0.6666666666666666,0.18139799775368992,0.552374163875441,0.27777777777777773
"Alternator,Cooperator,Cooperator",Alternator,Cooperator,Cooperator,2.8333333333333335,0.8518518518518517,0.6666666666666666,0.471423465633666,0.5588738781659589,0.6666666666666666
"Alternator,Cooperator,Cooperator Def",Alternator,Cooperator,Cooperator Def,2.7986111111111107,0.8231481481481482,0.5,0.4701859856566382,0.5604947704110055,0.5972222222222222
"Alternator,Coop When Both Defect,Cooperator",Alternator,Coop When Both Defect,Cooperator,2.3958333333333335,0.6157407407407407,0.5,0.43805114464609846,0.4971257468974597,0.2916666666666667
"Alternator,Coop When Both Defect 1,Cooperator",Alternator,Coop When Both Defect 1,Cooperator,2.4305555555555554,0.6388888888888888,0.6666666666666666,0.46874042711742653,0.5175618671109028,0.36111111111111116
"Alternator,Cooperator,Curious Defector",Alternator,Cooperator,Curious Defector,2.3680555555555554,0.5472222222222222,0.5,0.09411433290946773,0.4794606231709908,0.23611111111111113
