Tournament_Members,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,Player22,Player23,Player24,Player25,Player26,Player27,Player28,Player29,Player30,Avg_Norm_Score,Min_Norm_Score,Avg_Norm_CC_Distribution
"Alternator,Anti Tit For Tat,Bitter Cooperator,Bitter Cooperator Def,Bully,Coop When Both Defect,Coop When Both Defect 1,Cooperator,Cooperator Def,Curious Defector,Cycler DC,Defector,Fourteen Coop,Fourteen Defect,Seven Coop,Seven Defect,Stubborn Coop,Stubborn Def,Sucker Coop,Sucker Defect,Suspicious Tit For Tat,Thirteen Coop,Thirteen Defect,Tit For Tat,Two Coop,Two Defect,Win-Shift Lose-Stay,Win-Shift Lose-Stay Coop,Win-Stay Lose-Shift,Win-Stay Lose-Shift Defect",Alternator,Anti Tit For Tat,Bitter Cooperator,Bitter Cooperator Def,Bully,Coop When Both Defect,Coop When Both Defect 1,Cooperator,Cooperator Def,Curious Defector,Cycler DC,Defector,Fourteen Coop,Fourteen Defect,Seven Coop,Seven Defect,Stubborn Coop,Stubborn Def,Sucker Coop,Sucker Defect,Suspicious Tit For Tat,Thirteen Coop,Thirteen Defect,Tit For Tat,Two Coop,Two Defect,Win-Shift Lose-Stay,Win-Shift Lose-Stay Coop,Win-Stay Lose-Shift,Win-Stay Lose-Shift Defect,2.7744803529264974,1.3812365795124415,0.23269043899465455
