,System ID,SYS MIN Score,SYS AVG Score,MIN of Team Avgs,AVG of Team Mins,SYS CC Dist AVG,SYS CC Dist MIN,SYS New CC Dist AVG,SYS New CC Dist MIN,Team1,Player1,P1_Norm_Score,Player2,P2_Norm_Score,Player3,P3_Norm_Score,Player4,P4_Norm_Score,Player5,P5_Norm_Score,Player6,P6_Norm_Score,Player7,P7_Norm_Score,Player8,P8_Norm_Score,Team1 Avg Score,Team1 New Avg Score,Team1 Min Score,Team1 Avg CC Dist,Team1 New Avg CC Dist
1,"2,4,6,3,9,7,5,1",2.5714285714285716,2.937113481756339,2.937113481756339,2.5714285714285716,0.8742269635126777,0.8742269635126777,0.9364548494983278,0.9364548494983278,"Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player",Generic Memory One Player,2.9642857142857144,Generic Memory One Player,3.2142857142857144,Generic Memory One Player,2.9897959183673466,Generic Memory One Player,2.9805194805194803,Generic Memory One Player,2.836116264687693,Generic Memory One Player,3.0476190476190474,Generic Memory One Player,2.892857142857143,Generic Memory One Player,2.5714285714285716,2.937113481756339,5.936454849498328,2.5714285714285716,0.8742269635126777,0.9364548494983278
