,System ID,SYS MIN Score,SYS AVG Score,MIN of Team Avgs,AVG of Team Mins,SYS CC Dist AVG,SYS CC Dist MIN,SYS New CC Dist AVG,SYS New CC Dist MIN,Team1,Player1,P1_Norm_Score,Player2,P2_Norm_Score,Player3,P3_Norm_Score,Player4,P4_Norm_Score,Player5,P5_Norm_Score,Player6,P6_Norm_Score,Player7,P7_Norm_Score,Player8,P8_Norm_Score,Team1 Avg Score,Team1 New Avg Score,Team1 Min Score,Team1 Avg CC Dist,Team1 New Avg CC Dist
1,"2,7,4,8,6,1,5,3",2.5714285714285716,2.721185064935065,2.721185064935065,2.5714285714285716,0.7499999999999999,0.7499999999999999,0.6822742474916388,0.6822742474916388,"Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player",Generic Memory One Player,2.5714285714285716,Generic Memory One Player,2.642857142857143,Generic Memory One Player,2.702380952380952,Generic Memory One Player,3.3593073593073597,Generic Memory One Player,2.7077922077922074,Generic Memory One Player,2.642857142857143,Generic Memory One Player,2.5714285714285716,Generic Memory One Player,2.5714285714285716,2.721185064935065,5.290969899665551,2.5714285714285716,0.7499999999999999,0.6822742474916388
