,System ID,SYS MIN Score,SYS AVG Score,MIN of Team Avgs,AVG of Team Mins,SYS CC Dist AVG,SYS CC Dist MIN,SYS New CC Dist AVG,SYS New CC Dist MIN,Team1,Player1,P1_Norm_Score,Player2,P2_Norm_Score,Player3,P3_Norm_Score,Player4,P4_Norm_Score,Player5,P5_Norm_Score,Player6,P6_Norm_Score,Player7,P7_Norm_Score,Player8,P8_Norm_Score,Player9,P9_Norm_Score,Player10,P10_Norm_Score,Player11,P11_Norm_Score,Player12,P12_Norm_Score,Player13,P13_Norm_Score,Player14,P14_Norm_Score,Team1 Avg Score,Team1 New Avg Score,Team1 Min Score,Team1 Avg CC Dist,Team1 New Avg CC Dist
1,"4,12,9,1,6,13,5,14,2,10,7,8,11,3",1.777972027972028,2.140287093858522,2.140287093858522,1.777972027972028,0.30400432900432905,0.30400432900432905,0.31636363636363635,0.31636363636363635,"Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player",Generic Memory One Player,2.2842948717948715,Generic Memory One Player,2.3296703296703294,Generic Memory One Player,2.048076923076923,Generic Memory One Player,2.0996503496503496,Generic Memory One Player,2.1302620456466608,Generic Memory One Player,2.1294871794871795,Generic Memory One Player,1.8711538461538462,Generic Memory One Player,2.0981643356643356,Generic Memory One Player,1.8076923076923077,Generic Memory One Player,2.3772893772893777,Generic Memory One Player,2.34775641025641,Generic Memory One Player,2.4153846153846152,Generic Memory One Player,2.247164694280079,Generic Memory One Player,1.777972027972028,2.140287093858522,4.112727272727272,1.777972027972028,0.30400432900432905,0.31636363636363635
