,System ID,SYS MIN Score,SYS AVG Score,MIN of Team Avgs,AVG of Team Mins,SYS CC Dist AVG,SYS CC Dist MIN,SYS New CC Dist AVG,SYS New CC Dist MIN,Team1,Player1,P1_Norm_Score,Player2,P2_Norm_Score,Player3,P3_Norm_Score,Player4,P4_Norm_Score,Player5,P5_Norm_Score,Player6,P6_Norm_Score,Player7,P7_Norm_Score,Team1 Avg Score,Team1 New Avg Score,Team1 Min Score,Team1 Avg CC Dist,Team1 New Avg CC Dist
1,"2,7,4,6,1,5,3",3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,"Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player",Generic Memory One Player,3.0,Generic Memory One Player,3.0,Generic Memory One Player,3.0,Generic Memory One Player,3.0,Generic Memory One Player,3.0,Generic Memory One Player,3.0,Generic Memory One Player,3.0,3.0,6.0,3.0,1.0,1.0
