,System ID,SYS MIN Score,SYS AVG Score,MIN of Team Avgs,AVG of Team Mins,SYS CC Dist AVG,SYS CC Dist MIN,SYS New CC Dist AVG,SYS New CC Dist MIN,Team1,Player1,P1_Norm_Score,Player2,P2_Norm_Score,Player3,P3_Norm_Score,Player4,P4_Norm_Score,Player5,P5_Norm_Score,Player6,P6_Norm_Score,Player7,P7_Norm_Score,Player8,P8_Norm_Score,Player9,P9_Norm_Score,Player10,P10_Norm_Score,Player11,P11_Norm_Score,Player12,P12_Norm_Score,Player13,P13_Norm_Score,Team1 Avg Score,Team1 New Avg Score,Team1 Min Score,Team1 Avg CC Dist,Team1 New Avg CC Dist
1,"4,12,9,6,1,13,5,2,10,7,8,11,3",1.75,2.1950154012654015,2.1950154012654015,1.75,0.3301282051282052,0.3301282051282052,0.3301104972375691,0.3301104972375691,"Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player",Generic Memory One Player,2.2354166666666666,Generic Memory One Player,2.5833333333333335,Generic Memory One Player,1.9955357142857142,Generic Memory One Player,2.327707219251337,Generic Memory One Player,2.218434343434343,Generic Memory One Player,2.2128968253968258,Generic Memory One Player,1.75,Generic Memory One Player,1.9166666666666667,Generic Memory One Player,2.5068181818181814,Generic Memory One Player,2.360353535353535,Generic Memory One Player,2.515151515151515,Generic Memory One Player,2.1003862150920973,Generic Memory One Player,1.8125,2.1950154012654015,4.443370165745856,1.75,0.3301282051282052,0.3301104972375691
