,System ID,SYS MIN Score,SYS AVG Score,MIN of Team Avgs,AVG of Team Mins,SYS CC Dist AVG,SYS CC Dist MIN,SYS New CC Dist AVG,SYS New CC Dist MIN,Team1,Player1,P1_Norm_Score,Player2,P2_Norm_Score,Player3,P3_Norm_Score,Player4,P4_Norm_Score,Player5,P5_Norm_Score,Player6,P6_Norm_Score,Player7,P7_Norm_Score,Player8,P8_Norm_Score,Team1 Avg Score,Team1 New Avg Score,Team1 Min Score,Team1 Avg CC Dist,Team1 New Avg CC Dist
1,"2,4,6,3,7,13,5,1",2.7410714285714284,2.837053571428571,2.837053571428571,2.7410714285714284,0.8035714285714285,0.8035714285714285,0.7290969899665551,0.7290969899665551,"Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player",Generic Memory One Player,2.7857142857142856,Generic Memory One Player,2.7410714285714284,Generic Memory One Player,2.91156462585034,Generic Memory One Player,2.7857142857142856,Generic Memory One Player,2.857142857142857,Generic Memory One Player,2.9179421768707487,Generic Memory One Player,2.7857142857142856,Generic Memory One Player,2.91156462585034,2.837053571428571,5.578595317725752,2.7410714285714284,0.8035714285714285,0.7290969899665551
