,System ID,SYS MIN Score,SYS AVG Score,MIN of Team Avgs,AVG of Team Mins,SYS CC Dist AVG,SYS CC Dist MIN,SYS New CC Dist AVG,SYS New CC Dist MIN,Team1,Player1,P1_Norm_Score,Player2,P2_Norm_Score,Player3,P3_Norm_Score,Player4,P4_Norm_Score,Player5,P5_Norm_Score,Player6,P6_Norm_Score,Player7,P7_Norm_Score,Player8,P8_Norm_Score,Player9,P9_Norm_Score,Team1 Avg Score,Team1 New Avg Score,Team1 Min Score,Team1 Avg CC Dist,Team1 New Avg CC Dist
1,"4,9,6,1,5,2,8,7,3",2.5,2.6898726851851853,2.6898726851851853,2.5,0.6755787037037037,0.6755787037037037,0.6975476839237057,0.6975476839237057,"Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player",Generic Memory One Player,2.8395833333333336,Generic Memory One Player,2.513541666666667,Generic Memory One Player,2.65625,Generic Memory One Player,2.654166666666667,Generic Memory One Player,2.6015625,Generic Memory One Player,2.5,Generic Memory One Player,3.2249999999999996,Generic Memory One Player,2.625,Generic Memory One Player,2.59375,2.6898726851851853,5.29700272479564,2.5,0.6755787037037037,0.6975476839237057
