,System ID,SYS MIN Score,SYS AVG Score,MIN of Team Avgs,AVG of Team Mins,SYS CC Dist AVG,SYS CC Dist MIN,SYS New CC Dist AVG,SYS New CC Dist MIN,Team1,Player1,P1_Norm_Score,Player2,P2_Norm_Score,Player3,P3_Norm_Score,Player4,P4_Norm_Score,Player5,P5_Norm_Score,Player6,P6_Norm_Score,Player7,P7_Norm_Score,Player8,P8_Norm_Score,Team1 Avg Score,Team1 New Avg Score,Team1 Min Score,Team1 Avg CC Dist,Team1 New Avg CC Dist
1,"8,10,6,11,14,9,13,12",1.0714285714285714,1.2600977891156462,1.2600977891156462,1.0714285714285714,0.04251700680272109,0.04251700680272109,0.07692307692307693,0.07692307692307693,"Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player",Generic Memory One Player,1.0714285714285714,Generic Memory One Player,1.0952380952380953,Generic Memory One Player,1.876700680272109,Generic Memory One Player,1.2142857142857142,Generic Memory One Player,1.2346938775510203,Generic Memory One Player,1.2789115646258504,Generic Memory One Player,1.2142857142857142,Generic Memory One Player,1.0952380952380953,1.2600977891156462,2.6588628762541804,1.0714285714285714,0.04251700680272109,0.07692307692307693
