,System ID,SYS MIN Score,SYS AVG Score,MIN of Team Avgs,AVG of Team Mins,SYS CC Dist AVG,SYS CC Dist MIN,SYS New CC Dist AVG,SYS New CC Dist MIN
1,"7C",3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
2,"7C1D",2.5714285714285716,2.721185064935065,2.721185064935065,2.5714285714285716,0.7499999999999999,0.7499999999999999,0.6822742474916388,0.6822742474916388
3,"7C2D",2.5,2.6898726851851853,2.6898726851851853,2.5,0.6755787037037037,0.6755787037037037,0.6975476839237057,0.6975476839237057
4,"7C3D",2.17771164021164,2.5053466740231443,2.5053466740231443,2.17771164021164,0.5583862433862434,0.5583862433862434,0.5196687370600414,0.5196687370600414
5,"7C4D",2.0877976190476186,2.409297115540431,2.409297115540431,2.0877976190476186,0.48944161898707345,0.48944161898707345,0.5539033457249071,0.5539033457249071
6,"7C5D",1.7692307692307692,2.317658124827242,2.317658124827242,1.7692307692307692,0.4185427453809807,0.4185427453809807,0.4935275080906149,0.4935275080906149
7,"7C6D",1.75,2.1950154012654015,2.1950154012654015,1.75,0.3301282051282052,0.3301282051282052,0.3301104972375691,0.3301104972375691
8,"7C7D",1.777972027972028,2.140287093858522,2.140287093858522,1.777972027972028,0.30400432900432905,0.30400432900432905,0.31636363636363635,0.31636363636363635
9,"7D",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
