,System ID,SYS MIN Score,SYS AVG Score,MIN of Team Avgs,AVG of Team Mins,SYS CC Dist AVG,SYS CC Dist MIN,SYS New CC Dist AVG,SYS New CC Dist MIN,Team1,Player1,P1_Norm_Score,Player2,P2_Norm_Score,Player3,P3_Norm_Score,Player4,P4_Norm_Score,Player5,P5_Norm_Score,Player6,P6_Norm_Score,Player7,P7_Norm_Score,Player8,P8_Norm_Score,Player9,P9_Norm_Score,Player10,P10_Norm_Score,Player11,P11_Norm_Score,Team1 Avg Score,Team1 New Avg Score,Team1 Min Score,Team1 Avg CC Dist,Team1 New Avg CC Dist
1,"4,9,6,1,5,2,10,7,8,11,3",2.087797619047619,2.409297115540431,2.409297115540431,2.087797619047619,0.48944161898707345,0.48944161898707345,0.5539033457249071,0.5539033457249071,"Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player,Generic Memory One Player",Generic Memory One Player,2.496666666666667,Generic Memory One Player,2.087797619047619,Generic Memory One Player,2.5045343137254905,Generic Memory One Player,2.416666666666667,Generic Memory One Player,2.3363636363636364,Generic Memory One Player,2.15,Generic Memory One Player,2.636862745098039,Generic Memory One Player,2.5489010989010987,Generic Memory One Player,2.833333333333333,Generic Memory One Player,2.1642191142191143,Generic Memory One Player,2.326923076923077,2.409297115540431,4.840148698884758,2.087797619047619,0.48944161898707345,0.5539033457249071
