,SYS New CC Dist AVG,SYS New CC Dist MIN,SYS CC Fraction AVG,SYS CC Fraction MIN
0,0.7248773841961857,0.7248773841961857,0.7055555555555553,0.7055555555555553
1,0.7270844686648503,0.7270844686648503,0.707222222222222,0.707222222222222
2,0.7213079019073573,0.7213079019073573,0.6977777777777774,0.6977777777777774
3,0.724223433242507,0.724223433242507,0.6897222222222221,0.6897222222222221
4,0.7273024523160764,0.7273024523160764,0.6863888888888886,0.6863888888888886
5,0.7189645776566762,0.7189645776566762,0.6319444444444445,0.6319444444444445
6,0.7180108991825613,0.7180108991825613,0.6238888888888889,0.6238888888888889
7,0.7271934604904635,0.7271934604904635,0.6205555555555555,0.6205555555555555
8,0.7253950953678476,0.7253950953678476,0.6008333333333339,0.6008333333333339
9,0.7112806539509541,0.7112806539509541,0.5833333333333341,0.5833333333333341
