,SYS New CC Dist AVG,SYS New CC Dist MIN,SYS CC Fraction AVG,SYS CC Fraction MIN
0,0.5672256728778471,0.5672256728778471,0.6180000000000002,0.6180000000000002
1,0.5619668737060044,0.5619668737060044,0.6115555555555559,0.6115555555555559
2,0.561697722567288,0.561697722567288,0.59,0.59
3,0.5668944099378884,0.5668944099378884,0.5897777777777777,0.5897777777777777
4,0.5798757763975158,0.5798757763975158,0.5842222222222222,0.5842222222222222
5,0.5619668737060043,0.5619668737060043,0.5320000000000004,0.5320000000000004
6,0.5642028985507246,0.5642028985507246,0.5262222222222224,0.5262222222222224
7,0.5690683229813664,0.5690683229813664,0.5211111111111115,0.5211111111111115
8,0.5470186335403727,0.5470186335403727,0.48955555555555585,0.48955555555555585
9,0.5640372670807455,0.5640372670807455,0.46666666666666673,0.46666666666666673
